speaker_id,vocoder,text,wv_mos,nisqa_mos,nisqa_noisiness,nisqa_discontinuity,nisqa_coloration,nisqa_loudness
121,wavernn,ANGOR PAIN PAINFUL TO HEAR,2.3750720024108887,1.9546500444412231,2.356813669204712,2.317873239517212,2.128361463546753,3.085523843765259
121,waveglow,ANGOR PAIN PAINFUL TO HEAR,2.9814939498901367,3.046729803085327,2.7709338665008545,3.8531644344329834,3.7210216522216797,3.9156293869018555
121,griffinlim,ANGOR PAIN PAINFUL TO HEAR,2.480099678039551,2.4302051067352295,2.5416600704193115,2.990018129348755,2.4570252895355225,3.2791249752044678
237,wavernn,IF SHE COULD ONLY SEE PHRONSIE FOR JUST ONE MOMENT,3.282595157623291,3.7400896549224854,3.9036872386932373,4.0498857498168945,3.233309745788574,3.8672783374786377
237,waveglow,IF SHE COULD ONLY SEE PHRONSIE FOR JUST ONE MOMENT,3.573652982711792,3.257185220718384,3.974194288253784,4.2177734375,3.8031206130981445,3.861100435256958
237,griffinlim,IF SHE COULD ONLY SEE PHRONSIE FOR JUST ONE MOMENT,3.194688081741333,3.886293649673462,4.083838939666748,4.129772663116455,3.4195594787597656,3.8872063159942627
61,wavernn,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT,2.9576950073242188,3.003445863723755,3.5521583557128906,3.2586121559143066,2.8102996349334717,3.621074676513672
61,waveglow,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT,3.112595319747925,3.1851465702056885,3.1620419025421143,4.13160514831543,3.745022773742676,3.9171364307403564
61,griffinlim,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT,2.905795097351074,3.331770181655884,3.780832052230835,3.6008927822113037,3.003706693649292,3.757460117340088
