speaker_id,vocoder,audio_path,wv_mos,nisqa_mos,nisqa_noisiness,nisqa_discontinuity,nisqa_coloration,nisqa_loudness,naturalness,intelligibility
61,hifigan,synthesized_speaker_61_hifigan.wav,3.901303291320801,3.1783411502838135,2.9709832668304443,3.4353721141815186,3.246049642562866,3.7375850677490234,4,5
121,hifigan,synthesized_speaker_121_hifigan.wav,2.7041242122650146,2.4385101795196533,1.8727744817733765,2.3315505981445312,2.621299982070923,3.4479715824127197,2,5
237,hifigan,synthesized_speaker_237_hifigan.wav,3.9771673679351807,2.817023992538452,1.6002075672149658,4.224209308624268,3.746257781982422,4.221146106719971,3,5
